NAICS_Code,NAICS_Sector,Name,Address,City,Zipcode,Business
4842,Transportation and Warehousing,Point Trucking Inc,Worthington Rd,Eagle Point,97524,Trucking
4842,Transportation and Warehousing,Professional Transportation,Antelope Rd,White City,97503,Trucking-Heavy Hauling
4842,Transportation and Warehousing,R B Browns Trucking Inc,Crater Lake Ave,Central Point,97502,Trucking-Motor Freight
4842,Transportation and Warehousing,Revolution Transportation,N Central Ave # 425,Medford,97501,Trucking-Transportation Brokers
4842,Transportation and Warehousing,Rig Runners Inc,Crater Lake Ave # 101A,Medford,97504,Trucking-Heavy Hauling
4842,Transportation and Warehousing,River City Trucking Inc,E Evans Creek Rd,Rogue River,97537,Trucking-Heavy Hauling
4842,Transportation and Warehousing,Rogue Valley Trucking,W Main St,Medford,97501,Trucking
4842,Transportation and Warehousing,Roy Chapman Trucking LLC,Barton Rd,Eagle Point,97524,Trucking
4842,Transportation and Warehousing,S G Wilson Truck & Eqpt Co Inc,Crater Lake Hwy,Central Point,97502,Local Specialized Freight Trucking
4842,Transportation and Warehousing,Saffer Trading Co,E Jackson St,Medford,97504,Trucking-Heavy Hauling
4842,Transportation and Warehousing,Saia LTL Freight,Table Rock Rd,Central Point,97502,Trucking-Motor Freight
4842,Transportation and Warehousing,Satellite Spcialized TRNSP Inc,Commerce Dr,Medford,97504,Trucking-Transportation Brokers
4842,Transportation and Warehousing,Shasta View Wheat Grass,E Butler Ln,Ashland,97520,Grain Hauling
4842,Transportation and Warehousing,Shawn Fahring Trucking,S Deanjou Ave,Eagle Point,97524,Trucking
4842,Transportation and Warehousing,Sol Transport LLC,Avenue G,White City,97503,Trucking
4842,Transportation and Warehousing,Space LLC,Joseph St,Medford,97501,Trucking
4842,Transportation and Warehousing,T J Smith Trucking,Hartley Rd,Phoenix,97535,Trucking
4842,Transportation and Warehousing,Tommy H2O Inc,Highway 66,Ashland,97520,Local Specialized Freight Trucking
4842,Transportation and Warehousing,Toprock Trucking Co,Crater Lake Hwy,White City,97503,Trucking
4842,Transportation and Warehousing,TP Freight Lines,Oak St,Medford,97501,Trucking-Motor Freight
4842,Transportation and Warehousing,TP Trucking LLC,Table Rock Rd,Central Point,97502,Trucking-Motor Freight
4842,Transportation and Warehousing,Trace Transortation Inc,Old Military Rd,Central Point,97502,Trucking-Transportation Brokers
4842,Transportation and Warehousing,Veblen Freight,Mistletoe Rd # 103,Ashland,97520,Trucking-Transportation Brokers
4842,Transportation and Warehousing,W G Freight Logistic LLC,Crater Lake Ave,Medford,97504,Trucking-Motor Freight
4842,Transportation and Warehousing,Whipple Transport,Avenue F,White City,97503,Trucking
4851,Transportation and Warehousing,Abound Transport Group,Knutson Ave,Medford,97504,Transit Lines
4851,Transportation and Warehousing,Urban Taxi Inc,S Peach St,Medford,97501,Transit Lines
4853,Transportation and Warehousing,5 Star Taxi,E Main St # 400,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,5 Star Taxi,Abbie Ln,Gold Hill,97525,Taxicabs & Transportation Service
4853,Transportation and Warehousing,5 Star Taxi,Candis Dr,Eagle Point,97524,Taxicabs & Transportation Service
4853,Transportation and Warehousing,5 Star Taxi,Franquette St,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,5 Star Taxi LLC,Wren Ridge Dr,Eagle Point,97524,Taxicabs & Transportation Service
4853,Transportation and Warehousing,A To B Taxi,Sheraton Ct # D,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,A-Town Taxi,Van Wey Cir,Eagle Point,97524,Taxicabs & Transportation Service
4853,Transportation and Warehousing,A-Town Taxi,W Main St # 602,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,AAA Eco Cab,Midway Rd,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,AAA Eco Cab,Farmington Ave,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Alice Scott Valley Cab,S Pacific Hwy # 224,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,All Star Taxi,Pennsylvania Ave,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Allegiant Taxi,Sheffield Dr,Eagle Point,97524,Taxicabs & Transportation Service
4853,Transportation and Warehousing,American West Limousine,,Medford,97504,Limousine Service
4853,Transportation and Warehousing,Atob Taxi,Court St,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Boals Taxi,S Haskell St,Central Point,97502,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Care More Cab LLC,Pheasant Way,Central Point,97502,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Chris Smith Uber,Marie St,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Crown Taxi,Pearl St,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Dave Blees Rideshare,Old Stage Rd,Central Point,97502,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Dave's Budget Cab,E Jackson St # 7,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Dream Cab,Stevens Rd,Eagle Point,97524,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Dream Cab,Osprey Dr,Eagle Point,97524,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Dream Cab,N Central Ave,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Empire Taxi LLC,E Main St # 306,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Express Limousines,Phoenix Hills Dr,Phoenix,97535,Limousine Service
4853,Transportation and Warehousing,Friends & Family Taxi LLC,Corona Ave # D,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Good2Go Taxi,Garden Dr,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Jacob B Cowart Transportation,Upper Applegate Rd,Jacksonville,97530,Taxicabs & Transportation Service
4853,Transportation and Warehousing,James Rothstein/A A A Eco Cab,W 9th St,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Jeffrey Franklin Uber,Peachey Rd,Ashland,97520,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Jon Gochenour/Friends-Family,Progress Dr # 69,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Kevin Keating Uber,Meadow Creek Dr,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Lopez & Pedro Uber,Jared Ct,Phoenix,97535,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Medford Metro,Newtown St,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Medford Yellow Cab,Oregon St,Ashland,97520,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Medford Yellow Cab,Highway 62,Trail,97541,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Medford Yellow Cab,Rachel Dr,Central Point,97502,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Medford Yellow Cab,Dr,Central Point,97502,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Medford Yellow Cab,Lone Pine Rd,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Michael V Mcnutt Uber,Garfield St,Ashland,97520,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Michelle's Cab Svc,Ogara St,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Randy Hughes Uber,Kings Hwy,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Red 19 Uber,Far West Ave,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Shelby Scott Kuykendall Taxi,Royal Ave,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Southern OR All Star Taxi Inc,,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Tic Toc Taxi,Ash St,Central Point,97502,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Tic Tock Taxi,Beall Ln,Central Point,97502,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Tim Gilson Uber,Olympic Ave,Medford,97504,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Uber,Oak St,Ashland,97520,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Uber,Freeman Rd # 19,Central Point,97502,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Uber,S Holly St,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Uber,Tawn Cheree,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Uber,Homeview Dr # 4,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Valley Cab,N Riverside Ave,Medford,97501,Taxicabs & Transportation Service
4853,Transportation and Warehousing,Yellow Cab of the Rogue Vly,Hanley Rd,Central Point,97502,Taxicabs & Transportation Service
4854,Transportation and Warehousing,Ashland School Transportation,1/2 Mistletoe Rd,Ashland,97520,Buses-School Transportation Service
4854,Transportation and Warehousing,Eagle Point Sch Trnsprtn Dept,Highway 62,Eagle Point,97524,Buses-School Transportation Service
4859,Transportation and Warehousing,C2C,Crater Lake Hwy,Medford,97504,Transportation Services
4859,Transportation and Warehousing,Cascade Airport Shuttle,Deborah Dr,Talent,97540,Shuttle Service
4859,Transportation and Warehousing,Cascade Airport Shuttle,Highway 66,Ashland,97520,Airport Transportation Service
4859,Transportation and Warehousing,Maynard Hadleys Towing,Crater Lake Ave # A,Medford,97504,Transportation Services
4859,Transportation and Warehousing,Mobile Care,Table Rock Rd,Medford,97504,Handicapped Transportation Service
4859,Transportation and Warehousing,QR Code Cab Rides-Airport,E Mcandrews Rd # 300,Medford,97504,Transportation Services
4859,Transportation and Warehousing,R & J Mobility Svc,Crater Lake Ave,Medford,97504,Handicapped Transportation Service
4859,Transportation and Warehousing,Robinson Transport Inc,E Gregory Rd,White City,97503,Transportation Services
4859,Transportation and Warehousing,Rogue Valley Medical Transport,Beall Ln,Central Point,97502,Medical Transportation
4859,Transportation and Warehousing,Rugged Enterprises,Beagle Rd,White City,97503,Transportation Services
4859,Transportation and Warehousing,Saffer Trading Inc,Larch Ave,Central Point,97502,Transportation Services
4859,Transportation and Warehousing,Stephen Stellpelue Uber,Hazel St,Central Point,97502,Transportation Services
4859,Transportation and Warehousing,TM Transportation,Keystone Way,Eagle Point,97524,Transportation Services
4859,Transportation and Warehousing,Trans Link,W 6th St,Medford,97501,Local Passenger Transportation NEC
4872,Transportation and Warehousing,Fly Water Travel,Russell St # 103,Ashland,97520,Fishing Parties
4872,Transportation and Warehousing,Hooker Guide Svc,Coleman Creek Rd,Medford,97501,Fishing Parties
4872,Transportation and Warehousing,Noah's Rafting & Fishing Trips,N Main St,Ashland,97520,Fishing Parties
4872,Transportation and Warehousing,Rogue Rafting Co,2nd Ave,Gold Hill,97525,Boats-Excursions
4879,Transportation and Warehousing,Timberland Helicopter Svc,Dead Indian Memorial Rd,Ashland,97520,Helicopter-Charter & Rental Service
4879,Transportation and Warehousing,Travel Dream West,Talent Ave,Talent,97540,Sightseeing Tours
4881,Transportation and Warehousing,Ashland Aerial Arts,E Hersey St # 12,Ashland,97520,Airline Support Services
4881,Transportation and Warehousing,Elite Aviation LLC,Crater Lake Hwy # 12,Medford,97504,Airline Support Services
4881,Transportation and Warehousing,Fly By Night Airport-Og13,Highway 238,Jacksonville,97530,Airports
4881,Transportation and Warehousing,Full Throttle Aviation Inc,Phoenix Hills Dr,Phoenix,97535,Aircraft Servicing & Maintenance
4881,Transportation and Warehousing,Grave-King Airport-Or44,3983,Rogue River,97537,Airports
4881,Transportation and Warehousing,Jet Center-Mfr,Cirrus Dr # 203,Medford,97504,Aircraft Servicing & Maintenance
4881,Transportation and Warehousing,Jetray Corp,N Grape St,Medford,97501,Aircraft Servicing & Maintenance
4881,Transportation and Warehousing,Jordan Air,Crater Lake Ave,Central Point,97502,Aircraft Servicing & Maintenance
4881,Transportation and Warehousing,Millionair,Milligan Way # 100,Medford,97504,Airline Support Services
4881,Transportation and Warehousing,Pinehurst State Airport-24S,Green Springs Hwy,Ashland,97520,Airports
4881,Transportation and Warehousing,Rogue Valley Intl-Medford,Terminal Loop Pkwy,Medford,97504,Airports
4881,Transportation and Warehousing,Sutton On Rogue Airport-0Or8,Modoc Rd,White City,97503,Airports
4882,Transportation and Warehousing,Care More Cab,,Medford,97501,Transportation
4882,Transportation and Warehousing,Crest Transportation Inc,Crater Lake Hwy,White City,97503,Transportation
4882,Transportation and Warehousing,Decker Transportation Svc RNF,Talent Ave,Talent,97540,Transportation
4882,Transportation and Warehousing,First Student Inc,Mason Way # 2,Medford,97501,Transportation
4882,Transportation and Warehousing,First Student Inc,Antelope Rd,White City,97503,Transportation
4882,Transportation and Warehousing,JDT Trucking,Table Rock Rd,Central Point,97502,Transportation
4882,Transportation and Warehousing,Kurt Heisser,National Dr,Medford,97504,Transportation
4882,Transportation and Warehousing,Medford Yellow Cab,Kelly St,Medford,97501,Transportation
4882,Transportation and Warehousing,Pac Rim Transportation LLC,Heathrow Way,Medford,97504,Transportation
4882,Transportation and Warehousing,Pac Rim Transportation LLC,Avenue A,White City,97503,Transportation
4882,Transportation and Warehousing,Rogue Valley Transportation,S Front St,Medford,97501,Transportation
4882,Transportation and Warehousing,Skyriver Transportation,S Deanjou Ave,Eagle Point,97524,Transportation
4883,Transportation and Warehousing,Smoking Joe's Water Transport,Brownsboro Meridian Rd,Eagle Point,97524,Water Transportation Services NEC
4883,Transportation and Warehousing,Star 24 Hour Towing,Summit Ave,Medford,97501,Towing-Marine
4884,Transportation and Warehousing,Ashland Towing,Highway 66,Ashland,97520,Wrecker Service
4884,Transportation and Warehousing,C & J Towing,Table Rock Rd,Central Point,97502,Wrecker Service
4884,Transportation and Warehousing,Dick's Towing & Transport,Crater Lake Ave,Medford,97504,Wrecker Service
4884,Transportation and Warehousing,Dick's Wrecker Svc,Crater Lake Ave,Medford,97504,Wrecker Service
4884,Transportation and Warehousing,Dick's Wrecker Svc,Lowe Rd,Ashland,97520,Wrecker Service
4884,Transportation and Warehousing,Eagle Towing & Recovery,Antelope Rd,White City,97503,Wrecker Service
4884,Transportation and Warehousing,Erickson Air Crane,Nebula Way,Medford,97504,Wrecker Service
4884,Transportation and Warehousing,Goodfellas Towing,Lowe Rd # B,Ashland,97520,Wrecker Service
4884,Transportation and Warehousing,Hammer Lane Dispatch LLC,E 6th St,Medford,97501,Dispatch Service-Trucking
4884,Transportation and Warehousing,Noble Towing & Recovery Inc,Ellen Ave,Medford,97501,Wrecker Service
4884,Transportation and Warehousing,Precision Automotive,Minthorne Rd,Rogue River,97537,Wrecker Service
4884,Transportation and Warehousing,Rivera Jessica,Agate Rd # 3,White City,97503,Wrecker Service
4884,Transportation and Warehousing,Shady Cove Towing & Recovery,Highway 62,Shady Cove,97539,Wrecker Service
4884,Transportation and Warehousing,Star Collision Ctr,Summit Ave,Medford,97501,Wrecker Service
4884,Transportation and Warehousing,Twedell's Towing & Recovery,N Pacific Hwy,Medford,97501,Wrecker Service
4884,Transportation and Warehousing,Vasquez Towing,Lawnsdale Rd,Medford,97504,Wrecker Service
4885,Transportation and Warehousing,Action Heavy Haul,Crater Lake Ave,Medford,97504,Transportation Consultants
4885,Transportation and Warehousing,All Points Inc,N 4th St # A,Central Point,97502,Freight Brokers & Agents
4885,Transportation and Warehousing,All-Ways Trucking Inc,Aviation Way,Medford,97504,Transportation Consultants
4885,Transportation and Warehousing,B2B Transportation Svc,Excel Dr # 101,Medford,97504,Transportation Consultants
4885,Transportation and Warehousing,B2B Transportation Svc Inc,Pech Rd,Central Point,97502,Transportation Consultants
4885,Transportation and Warehousing,Cae Transport,Poplar Dr,Medford,97504,Transportation Consultants
4885,Transportation and Warehousing,Coast 2 Coast Logistics,Crater Lake Hwy,Medford,97504,Transportation Consultants
4885,Transportation and Warehousing,Eagle Rock Freight LLC,United Way,Medford,97504,Transportation Consultants
4885,Transportation and Warehousing,International Commodity Crrrs,Commerce Dr,Medford,97504,Transportation Consultants
4885,Transportation and Warehousing,Jni Logistics,E Mcandrews Rd # 303,Medford,97504,Freight-Forwarding
4885,Transportation and Warehousing,Jni Logistics Inc,Heathrow Way # 200,Medford,97504,Transportation Consultants
4885,Transportation and Warehousing,K P Freight Svc Inc-Medford,E Main St,Medford,97504,Freight Brokers & Agents
4885,Transportation and Warehousing,Listo Freight Inc,Ohare Pkwy,Medford,97504,Transportation Consultants
4885,Transportation and Warehousing,Nationwide Freight Logistics,S Front St # B4,Central Point,97502,Transportation Consultants
4885,Transportation and Warehousing,Summit Transportation Svc,Crater Lake Hwy # 103,Medford,97504,Freight Brokers & Agents
4885,Transportation and Warehousing,XPO Logistics,Ice Cream Dr,Central Point,97502,Transportation Consultants
4889,Transportation and Warehousing,Jefferson Packing House,S Central Ave,Medford,97501,Packing & Crating Service
4911,Transportation and Warehousing,United States Postal Svc,Mill Creek Dr,Prospect,97536,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,E Main St,Rogue River,97537,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,Williams Ln,Shady Cove,97539,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,S Riverside Ave,Medford,97501,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,W Bolz Rd,Phoenix,97535,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,2nd Ave,Gold Hill,97525,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,Loto St,Eagle Point,97524,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,Broad St,Butte Falls,97522,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,E Pine St,Central Point,97502,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,N 1st St,Ashland,97520,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,Crater Lake Hwy # A,White City,97503,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,Old Highway 62,Trail,97541,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,E Wagner St,Talent,97540,Post Offices
4911,Transportation and Warehousing,United States Postal Svc,N Oregon St,Jacksonville,97530,Post Offices
4911,Transportation and Warehousing,United States Postal Svc Annex,Ehrman Way,Medford,97501,Post Offices
4911,Transportation and Warehousing,United States Postal Svc Annex,Sage Rd,Medford,97501,Post Offices
4922,Transportation and Warehousing,Task Runners Delivery,S Central Ave,Medford,97501,Meal/Grocery Order & Delivery Services
4931,Transportation and Warehousing,Acorn Self Storage,Oak Crest Way,Medford,97501,Automobile Storage
4931,Transportation and Warehousing,Big Boy Maxi Storage,Avenue G,White City,97503,Recreational Vehicles-Storage
4931,Transportation and Warehousing,Budget Mini Storage/Warehouse,Antelope Rd,White City,97503,Warehouses-Merchandise & Self Storage
4931,Transportation and Warehousing,Buxbear Storage Medford 2520 W,W Main St,Medford,97501,Storage
4931,Transportation and Warehousing,Cellular Delivery Instlltns,Crater Lake Ave # B,Central Point,97502,Storage-Industrial & Commercial
4931,Transportation and Warehousing,Central Point Cold Storage,S Haskell St,Central Point,97502,Warehouses-Cold Storage
4931,Transportation and Warehousing,Clark Street Self Storage,W Clark St,Medford,97501,Storage
4931,Transportation and Warehousing,Economy Self Storage #3,Crater Lake Hwy,Central Point,97502,Warehouses-Merchandise & Self Storage
4931,Transportation and Warehousing,Empire Lockers,Nansen Dr,Medford,97504,Storage
4931,Transportation and Warehousing,Littrell White City Mini Stge,Avenue G,White City,97503,Storage
4931,Transportation and Warehousing,Lotus Lane RV Boat & Trailer,Lotus Ln,Central Point,97502,Recreational Vehicles-Storage
4931,Transportation and Warehousing,Oakleaf RV Storage,Oak Grove Rd,Medford,97501,Recreational Vehicles-Storage
4931,Transportation and Warehousing,Pods,Antelope Rd,White City,97503,Storage Systems Portable
4931,Transportation and Warehousing,Reliable Household-Ofc Moving,Twin Creeks Xing,Central Point,97502,Automobile Storage
4931,Transportation and Warehousing,Reser's Fine Foods Inc,Sage Rd,Medford,97501,Warehouses
4931,Transportation and Warehousing,RV & Boat Storage of Medford,Crater Lake Hwy # 62,Medford,97502,Recreational Vehicles-Storage
4931,Transportation and Warehousing,Secure Storage Ashland,Or-66,Ashland,97520,Storage
4931,Transportation and Warehousing,Sims Self Storage,N Central Ave,Medford,97501,Warehouses-Merchandise & Self Storage
4931,Transportation and Warehousing,St Vincent-Depaul-Warehouse,N Pacific Hwy,Medford,97501,Warehouses
4931,Transportation and Warehousing,Storage At Exit 24,S Grove Rd,Phoenix,97535,Recreational Vehicles-Storage
4931,Transportation and Warehousing,Storage Emporium,Table Rock Rd,Central Point,97502,Storage
4931,Transportation and Warehousing,Storage R US LLC,S Haskell St,Central Point,97502,Storage
5121,Information,Apple Box Creative,E Main St # C,Ashland,97520,Video Production & Taping Service
5121,Information,Badger & Pen LLC,E Main St,Ashland,97520,Motion Picture Producers & Studios
5121,Information,Catalyst Video Productions,Spring St,Medford,97504,Video Production & Taping Service
5121,Information,Cinemark Tinseltown Medford 15,Medford Ctr,Medford,97504,Theatres-Movie
5121,Information,Coming Attractions Theatres,Ashland St,Ashland,97520,Theatres-Movie
5121,Information,Coming Attractions Varsity,E Main St,Ashland,97520,Theatres-Movie
5121,Information,Langes Production Specialists,Lawnsdale Rd,Medford,97504,Audio-Visual Production Service
5121,Information,Page One Productions,W C St,Jacksonville,97530,Video Tape Editing
5121,Information,Prime Cut Video Productions,Glenwood Dr,Ashland,97520,Video Production & Taping Service
5121,Information,Rogue Digital Solutions LLC,Clay St,Ashland,97520,Video Production & Taping Service
5121,Information,Rogue Theater Co,Iowa St,Ashland,97520,Theatres-Movie
5121,Information,Sale Bulk Productions Inc,Sandi Way,Eagle Point,97524,Motion Picture Servicing
5121,Information,Sandler Films Inc,A St # C,Ashland,97520,Motion Picture Producers & Studios
5121,Information,Sirius Sound,N Phoenix Rd,Medford,97504,Motion Picture Film-Music Scoring
5122,Information,Bluejay Productions,1/2 Tripp St,Medford,97504,Recording Studios
5122,Information,Freeman Sound Studio,Tolman Creek Rd,Ashland,97520,Recording Studios
5122,Information,Oregon Sound Recording,Old Military Rd,Central Point,97502,Recording Studios
5131,Information,Ashland Creek Press,Ashland St # 104,Ashland,97520,Periodicals-Publishing & Printing (mfrs)
5131,Information,Ashland Directory,Hidden Ln,Ashland,97520,Publishers-Book (mfrs)
5131,Information,Backcountry Publishing,E Nevada St,Ashland,97520,Publishers (mfrs)
5131,Information,Bandworld Magazine,Terrace St,Ashland,97520,Publishers-Magazine (mfrs)
5131,Information,Beloved Publications,Faith Ave,Ashland,97520,Publishers (mfrs)
5131,Information,Beloved Publications,Park Ridge Pl,Ashland,97520,Publishers (mfrs)
5131,Information,Blackstone Audio Inc,Mistletoe Rd,Ashland,97520,Publishers-Book (mfrs)
5131,Information,Caminos Magazine,E Main St # 2,Medford,97501,Publishers-Magazine (mfrs)
5131,Information,Cashflow Heaven Publishing,E Nevada St,Ashland,97520,Publishers (mfrs)
5131,Information,Certainty Studios LLC,E Main St # 721,Rogue River,97537,Newspaper Publishing & Printing (mfrs)
5131,Information,Christian Journal,W Main St,Medford,97501,Publishers-Periodical (mfrs)
5131,Information,CNS Productions Inc,Royal Ave # A,Medford,97504,Publishers-Book (mfrs)
5131,Information,Equipment Mart Publishing,Pine St # D,Rogue River,97537,Publishers (mfrs)
5131,Information,Everyday Publishing,Nita Lynne,Medford,97501,Publishers (mfrs)
5131,Information,Felabra Press,Ponderosa Dr,Ashland,97520,Periodicals-Publishing & Printing (mfrs)
5131,Information,Interactive Media Publishing,E 1st St,Phoenix,97535,Multimedia (mfrs)
5131,Information,Jacksonville Review,E California St,Jacksonville,97530,Newspapers (publishers/Mfrs)
5131,Information,Marketing In Motion Inc,Pumpkin Rdg,Eagle Point,97524,Direct Mail Services
5131,Information,On the Fly Guide Svc,Atlantic Ave # 8402,White City,97503,Publishers-Directory & Guide (mfrs)
5131,Information,Online Advertising,,Medford,97501,Newspapers (publishers/Mfrs)
5131,Information,Owl Creek Press,Williamson Way # 7,Ashland,97520,Periodicals-Publishing & Printing (mfrs)
5131,Information,Professional Image Publishing,,Medford,97504,Publishers-Book (mfrs)
5131,Information,Quicksilver Productions,S Mountain Ave,Ashland,97520,Books-Publishing & Printing (mfrs)
5131,Information,Reality Productions,Old Highway 99 S,Ashland,97520,Publishers (mfrs)
5131,Information,Rogue River Press,Rogue River Hwy,Grants Pass,97527,Newspapers (publishers/Mfrs)
5131,Information,Sneak Preview-Ashland,Ashland St # 317,Ashland,97520,Newspapers (publishers/Mfrs)
5131,Information,Sou-Siskiyou Newspaper,Siskiyou Blvd # 104,Ashland,97520,Newspapers (publishers/Mfrs)
5131,Information,Wally Boyko Productions,Antioch Rd,White City,97503,Publishers-Magazine (mfrs)
5131,Information,Whitaker James,Scenic Dr,Ashland,97520,Publishers (mfrs)
5131,Information,White Cloud Press,E Hersey St # 11,Ashland,97520,Publishers-Book (mfrs)
5132,Information,Archive CD LLC,Beverly Way,Jacksonville,97530,Software/Application/Platform Publishing
5132,Information,Bmse Expos2,N Pioneer St,Ashland,97520,Software/Application/Platform Publishing
5132,Information,Communications & Power Engrng,James Pl,Shady Cove,97539,Software/Application/Platform Publishing
5132,Information,Eek Inc,Market St # 114,Medford,97504,Software/Application/Platform Publishing
5132,Information,Galley West LLC,Pioneer Rd,Medford,97501,Software/Application/Platform Publishing
5132,Information,Gamma Software Inc,White Oak Dr,Medford,97504,Software/Application/Platform Publishing
5132,Information,Global Business Development,Orchard St,Ashland,97520,Computer Software-Manufacturers
5132,Information,Greenhalgh Inc,Rossanley Dr,Medford,97501,Software/Application/Platform Publishing
5132,Information,Jagadish Inc,N Riverside Ave,Medford,97501,Software/Application/Platform Publishing
5132,Information,JGD Inc,Stowe Ave,Medford,97501,Software/Application/Platform Publishing
5132,Information,Kaleka Software LLC,Sherbrook Ave,Medford,97504,Software/Application/Platform Publishing
5132,Information,Metamorpho-Sys,A St # 2,Ashland,97520,Software/Application/Platform Publishing
5132,Information,Microvellum,S Haskell St,Central Point,97502,Software/Application/Platform Publishing
5132,Information,Personalized Software Inc,S Main St,Phoenix,97535,Software/Application/Platform Publishing
5132,Information,Procare Software,Excel Dr,Medford,97504,Software/Application/Platform Publishing
5132,Information,Procare Solutions,W Main St # 201,Medford,97501,Software/Application/Platform Publishing
5132,Information,Roelke Corp,Cady Rd # 2145,Jacksonville,97530,Software/Application/Platform Publishing
5132,Information,Rogue Media Group,Ashland St,Ashland,97520,Software/Application/Platform Publishing
5132,Information,Shasta Networks LLC,Tolman Creek Rd,Ashland,97520,Software/Application/Platform Publishing
5132,Information,Sierrapine Ltd,N Pacific Hwy,Medford,97501,Software/Application/Platform Publishing
5132,Information,Vertical Marketing Tech,Main St,Rogue River,97537,Software/Application/Platform Publishing
5132,Information,VMT Software,Oak St # A,Rogue River,97537,Software/Application/Platform Publishing
5132,Information,Wizard Island Software,Delta Waters Rd # 102-212,Medford,97504,Software/Application/Platform Publishing
5132,Information,Wizard Island Software LLC,Sonya Cir,Medford,97504,Software/Application/Platform Publishing
5132,Information,WSG Corp,E Main St,Rogue River,97537,Software/Application/Platform Publishing
5161,Information,American Voice Radio,Shadow Glen Dr,Eagle Point,97524,Radio Stations & Broadcasting Companies
5161,Information,DISH Network,Biddle Rd,Medford,97504,Television-Cable & CATV
5161,Information,DISH Network,,Medford,97501,Television-Cable & CATV
5161,Information,DISH Network,,Ashland,97520,Television-Cable & CATV
5161,Information,Dove Radio,Milgin Way,Medford,97504,Radio Stations & Broadcasting Companies
5161,Information,Globe Syndicate,Wagner Creek Rd,Talent,97540,News Service
5161,Information,JPR Foundation,Siskiyou Blvd,Ashland,97520,Radio Stations & Broadcasting Companies
5161,Information,K Obi TV NBC5,S Fir St,Medford,97501,Television Stations & Broadcasting Co
5161,Information,Kboy,Rossanley Dr,Medford,97501,Radio Stations & Broadcasting Companies
